	date	message_from_name	email_mentioned_person	email_from_party
10306	2015-10-14	Katie Telford	Mike	Liberal Party
10307	2015-10-14	Katie Telford	Stephen Harper	Liberal Party
10308	2015-10-14	Katie Telford	Mike	Liberal Party
10309	2015-10-14	Katie Telford	Katie Telford	Liberal Party
10310	2015-10-15	Justin Trudeau	Mike	Liberal Party
10311	2015-10-15	Liberal Party of Canada	Mike	Liberal Party
10312	2015-10-15	Liberal Party of Canada	Justin Trudeau	Liberal Party
10313	2015-10-15	LPC Breaking News	MIKE	Liberal Party
10314	2015-10-15	Katie Telford	Mike	Liberal Party
10315	2015-10-15	Katie Telford	Stephen Harper	Liberal Party
10316	2015-10-15	Katie Telford	Katie Telford	Liberal Party
10317	2015-10-15	LPC Alert	Mike	Liberal Party
10318	2015-10-16	Liberal Party of Canada	&rarr	Liberal Party
10319	2015-10-16	Liberal Party of Canada	&rarr	Liberal Party
10320	2015-10-16	Liberal Party of Canada	Justin Trudeau	Liberal Party
10321	2015-10-16	Liberal Party of Canada	Mike	Liberal Party
10322	2015-10-16	Justin Trudeau	Mike	Liberal Party
10323	2015-10-17	Christina Topp	Mike	Liberal Party
10324	2015-10-17	Christina Topp	Justin Trudeau	Liberal Party
10325	2015-10-17	Christina Topp	Harper	Liberal Party
10326	2015-10-17	Christina Topp	Mike	Liberal Party
10327	2015-10-17	Christina Topp	Christina Topp	Liberal Party
10328	2015-10-17	Katie Telford	Mike	Liberal Party
10329	2015-10-17	Katie Telford	Justin Trudeau	Liberal Party
10330	2015-10-17	Katie Telford	Harper	Liberal Party
10331	2015-10-17	Katie Telford	Mike	Liberal Party
10332	2015-10-17	Katie Telford	Katie Telford	Liberal Party
10333	2015-10-18	Katie Telford	Mike	Liberal Party
10334	2015-10-18	Katie Telford	Justin Trudeau	Liberal Party
10335	2015-10-18	Katie Telford	Katie Telford	Liberal Party
10336	2015-10-19	Justin and Sophie Trudeau	Mike	Liberal Party
10337	2015-10-19	Justin and Sophie Trudeau	Sophie	Liberal Party
10338	2015-10-19	Justin and Sophie Trudeau	Justin	Liberal Party
10339	2015-10-19	Justin and Sophie Trudeau	Sophie	Liberal Party
10340	2015-10-19	Justin and Sophie Trudeau	&rarr	Liberal Party
10341	2015-10-30	Christina Topp	Mike	Liberal Party
10342	2015-10-30	Christina Topp	Justin Trudeauas	Liberal Party
10343	2015-10-30	Christina Topp	Christina Topp	Liberal Party
10344	2015-10-30	Justin Trudeau	Mike	Liberal Party
10345	2015-10-30	Justin Trudeau	Justin Trudeau	Liberal Party
10346	2015-10-31	Katie Telford	Mike	Liberal Party
10347	2015-10-31	Katie Telford	Justin Trudeau	Liberal Party
10348	2015-10-31	Katie Telford	Justin Trudeau	Liberal Party
10349	2015-10-31	Katie Telford	Katie Telford	Liberal Party
10350	2015-11-03	Justin Trudeau	Mike	Liberal Party
10351	2015-11-03	Justin Trudeau	Sophie	Liberal Party
10352	2015-11-03	Justin Trudeau	Xavier	Liberal Party
10353	2015-11-03	Justin Trudeau	Hadrien	Liberal Party
10354	2015-11-03	Justin Trudeau	Justin Trudeau	Liberal Party
10355	2015-11-11	Hon. Kent Hehr, Minister of Veterans Affairs	Mike	Liberal Party
10356	2015-11-11	Hon. Kent Hehr, Minister of Veterans Affairs	Kent Hehr	Liberal Party
10357	2015-11-19	Justin Trudeau	Mike	Liberal Party
10358	2015-11-19	Justin Trudeau	Justin Trudeau	Liberal Party
10359	2015-11-21	Sophie Grégoire-Trudeau	Mike	Liberal Party
10360	2015-11-21	Sophie Grégoire-Trudeau	Sophie Grégoire-Trudeau	Liberal Party
10361	2015-11-24	Hon. Catherine McKenna	Mike	Liberal Party
10362	2015-11-24	Hon. Catherine McKenna	Justin Trudeau	Liberal Party
10363	2015-11-24	Hon. Catherine McKenna	Catherine McKenna	Liberal Party
10364	2015-11-26	Justin Trudeau	Mike	Liberal Party
10365	2015-11-26	Justin Trudeau	Justin Trudeau	Liberal Party
10366	2015-11-26	Justin Trudeau	Mike	Liberal Party
10367	2015-11-26	Justin Trudeau	Sophie	Liberal Party
10368	2015-11-26	Justin Trudeau	Justin Trudeau	Liberal Party
10369	2015-11-28	Anna Gainey	Mike	Liberal Party
10370	2015-11-28	Anna Gainey	Justin Trudeau	Liberal Party
10371	2015-11-28	Anna Gainey	Mike	Liberal Party
10372	2015-11-28	Anna Gainey	Anna Gainey	Liberal Party
10373	2015-11-28	Christina Topp	Mike	Liberal Party
10374	2015-11-28	Christina Topp	Christina Topp	Liberal Party
10375	2015-11-29	Stephen Bronfman	Mike	Liberal Party
10376	2015-11-29	Stephen Bronfman	Stephen Bronfman	Liberal Party
10377	2015-12-02	Bill Morneau	Mike	Liberal Party
10378	2015-12-02	Bill Morneau	Justin Trudeau	Liberal Party
10379	2015-12-02	Bill Morneau	Bill Morneau M.P.	Liberal Party
10380	2015-12-06	Liberal Party of Canada	Justin Trudeau	Liberal Party
10381	2015-12-07	Christina Topp	Justin Trudeau	Liberal Party
10382	2015-12-07	Christina Topp	Justin Trudeau	Liberal Party
10383	2015-12-07	Christina Topp	Christina Topp	Liberal Party
10384	2015-12-15	LPC Kitchen	Trudeau	Liberal Party
10385	2015-12-26	Sophie Grégoire Trudeau	Justin	Liberal Party
10386	2015-12-26	Sophie Grégoire Trudeau	Xavier	Liberal Party
10387	2015-12-26	Sophie Grégoire Trudeau	Ella-Grace	Liberal Party
10388	2015-12-26	Sophie Grégoire Trudeau	Hadrien	Liberal Party
10389	2015-12-26	Sophie Grégoire Trudeau	Sophie Grégoire Trudeau	Liberal Party
10390	2015-12-27	LPC Countdown to 2016	MIKE	Liberal Party
10391	2015-12-28	Christina Topp	Mike	Liberal Party
10392	2015-12-28	Christina Topp	Christina Topp	Liberal Party
10393	2015-12-28	Liberal Party of Canada	Mike	Liberal Party
10394	2015-12-28	Liberal Party of Canada	Mike	Liberal Party
10395	2015-12-29	Stephen Bronfman	Mike	Liberal Party
10396	2015-12-29	Stephen Bronfman	Stephen Bronfman	Liberal Party
10397	2015-12-29	Liberal Party of Canada	Mike	Liberal Party
10398	2015-12-30	Liberal Party of Canada	Mike	Liberal Party
10399	2015-12-31	Christina Topp	Mike	Liberal Party
10400	2015-12-31	Christina Topp	Justin Trudeau	Liberal Party
10401	2015-12-31	Christina Topp	Justin Trudeau	Liberal Party
10402	2015-12-31	Christina Topp	Christina Topp	Liberal Party
10403	2015-12-31	Liberal Party of Canada	Mike	Liberal Party
10404	2015-12-31	Stephen Bronfman	Mike	Liberal Party
10405	2015-12-31	Stephen Bronfman	Christina Topp	Liberal Party
10406	2015-12-31	Stephen Bronfman	Mike	Liberal Party
10407	2015-12-31	Stephen Bronfman	Stephen Bronfman	Liberal Party
10408	2015-12-31	Anna Gainey	Mike	Liberal Party
10409	2015-12-31	Anna Gainey	Justin Trudeau	Liberal Party
10410	2015-12-31	Anna Gainey	Anna Gainey	Liberal Party
10411	2016-01-14	Justin Trudeau	Justin Trudeau	Liberal Party
10412	2016-01-21	Jati Sidhu	Mike	Liberal Party
10413	2016-01-21	Jati Sidhu	Fraser Canyon	Liberal Party
10414	2016-01-21	Jati Sidhu	Bill Morneau	Liberal Party
10415	2016-01-21	Jati Sidhu	Jati Sidhu	Liberal Party
10416	2016-01-21	Jati Sidhu	Fraser Canyon	Liberal Party
10417	2016-02-02	Stephen Bronfman	Mike	Liberal Party
10418	2016-02-02	Stephen Bronfman	Mike	Liberal Party
10419	2016-02-02	Stephen Bronfman	Justin Trudeau's	Liberal Party
10420	2016-02-02	Stephen Bronfman	Justin Trudeau	Liberal Party
10421	2016-02-02	Stephen Bronfman	Mike	Liberal Party
10422	2016-02-02	Stephen Bronfman	Stephen Bronfman	Liberal Party
10423	2016-02-05	Christina Topp	Justin Trudeau	Liberal Party
10424	2016-02-05	Christina Topp	Mike	Liberal Party
10425	2016-02-05	Christina Topp	Justin Trudeau	Liberal Party
10426	2016-02-05	Christina Topp	Mike	Liberal Party
10427	2016-02-05	Christina Topp	Christina Topp	Liberal Party
10428	2016-02-08	Eva Nassif	Mike	Liberal Party
10429	2016-02-08	Eva Nassif	Eva Nassif	Liberal Party
10430	2016-02-08	Eva Nassif	Trudeau	Liberal Party
10431	2016-02-08	Eva Nassif	Mike	Liberal Party
10432	2016-02-08	Eva Nassif	Eva Nassif	Liberal Party
10433	2016-02-08	Eva Nassif	Vimy Want	Liberal Party
10434	2016-02-09	Liberal Party of Canada	Mike	Liberal Party
10435	2016-02-09	Liberal Party of Canada	Mike	Liberal Party
10436	2016-02-11	Sophie Grégoire Trudeau	Mike	Liberal Party
10437	2016-02-11	Sophie Grégoire Trudeau	Ella-Grace	Liberal Party
10438	2016-02-11	Sophie Grégoire Trudeau	Justin	Liberal Party
10439	2016-02-11	Sophie Grégoire Trudeau	Mike	Liberal Party
10440	2016-02-11	Sophie Grégoire Trudeau	Sophie Grégoire Trudeau	Liberal Party
10441	2016-02-12	Anna Gainey	Mike	Liberal Party
10442	2016-02-12	Anna Gainey	Justin Trudeau	Liberal Party
10443	2016-02-12	Anna Gainey	Anna Gainey	Liberal Party
10444	2016-02-12	Justin Trudeau	Mike	Liberal Party
10445	2016-02-12	Justin Trudeau	Justin Trudeau	Liberal Party
10446	2016-02-12	Christina Topp	Mike	Liberal Party
10447	2016-02-12	Christina Topp	Mike	Liberal Party
10448	2016-02-12	Christina Topp	Christina Topp	Liberal Party
10449	2016-02-12	Liberal Party of Canada	Mike	Liberal Party
10450	2016-02-12	Liberal Party of Canada	Mike	Liberal Party
10451	2016-02-17	Stephen Kukucha	Mike	Liberal Party
10452	2016-02-17	Stephen Kukucha	Justin Trudeau	Liberal Party
10453	2016-02-17	Stephen Kukucha	Mike	Liberal Party
10454	2016-02-17	Stephen Kukucha	Stephen Kukucha	Liberal Party
10455	2016-02-17	Stephen Kukucha	Winnipeg 2016	Liberal Party
10456	2016-02-18	LPC - Ready to Share	Justin Trudeau	Liberal Party
10457	2016-02-18	LPC - Ready to Share	Justin Trudeau	Liberal Party
10458	2016-02-18	LPC - Ready to Share	Justin	Liberal Party
10459	2016-02-18	LPC - Ready to Share	Eva Nassif	Liberal Party
10460	2016-02-18	LPC - Ready to Share	Eva Nassif	Liberal Party
10461	2016-02-18	LPC - Ready to Share	Vimy	Liberal Party
10462	2016-02-19	Braeden Caley	Mike	Liberal Party
10463	2016-02-19	Braeden Caley	Stephen Harper's	Liberal Party
10464	2016-02-19	Braeden Caley	Stephen Harper's	Liberal Party
10465	2016-02-19	Braeden Caley	Mike	Liberal Party
10466	2016-02-19	Braeden Caley	Justin Trudeau	Liberal Party
10467	2016-02-19	Braeden Caley	Mike	Liberal Party
10468	2016-02-19	Braeden Caley	Braeden Caley	Liberal Party
10469	2016-02-24	Braeden Caley	Mike	Liberal Party
10470	2016-02-24	Braeden Caley	Kerry Doitte	Liberal Party
10471	2016-02-24	Braeden Caley	Stephen Harper	Liberal Party
10472	2016-02-24	Braeden Caley	Justin Trudeau	Liberal Party
10473	2016-02-24	Braeden Caley	Mike	Liberal Party
10474	2016-02-24	Braeden Caley	Braeden Caley	Liberal Party
10475	2016-02-25	Stephen Bronfman	Mike	Liberal Party
10476	2016-02-25	Stephen Bronfman	Justin Trudeau	Liberal Party
10477	2016-02-25	Stephen Bronfman	Barack Obama	Liberal Party
10478	2016-02-25	Stephen Bronfman	Mike	Liberal Party
10479	2016-02-25	Stephen Bronfman	Justin Trudeau	Liberal Party
10480	2016-02-25	Stephen Bronfman	Justin Trudeau	Liberal Party
10481	2016-02-25	Stephen Bronfman	Stephen Bronfman	Liberal Party
10482	2016-02-25	Stephen Bronfman	Justin Trudeau	Liberal Party
10483	2016-02-26	Liberal Party of Canada	Jean Chrétien	Liberal Party
10484	2016-02-26	Liberal Party of Canada	Obama	Liberal Party
10485	2016-02-26	Liberal Party of Canada	Justin Trudeau	Liberal Party
10486	2016-02-26	Liberal Party of Canada	Justin Trudeau	Liberal Party
10487	2016-02-26	Liberal Party of Canada	Justin Trudeau	Liberal Party
10488	2016-02-27	LPC 2016	Justin Trudeau	Liberal Party
10489	2016-02-27	LPC Breaking News	Kevin O’Leary	Liberal Party
10490	2016-02-27	LPC Breaking News	Justin Trudeau	Liberal Party
10491	2016-02-27	LPC Breaking News	Trudeau	Liberal Party
10492	2016-02-27	LPC Breaking News	Justin Trudeau	Liberal Party
10493	2016-02-27	LPC Breaking News	Justin Trudeau	Liberal Party
10494	2016-02-28	Justin Trudeau	Mike	Liberal Party
10495	2016-02-28	Justin Trudeau	Mike	Liberal Party
10496	2016-02-28	Justin Trudeau	Justin Trudeau	Liberal Party
10497	2016-02-28	Braeden Caley	Mike	Liberal Party
10498	2016-02-28	Braeden Caley	Justin Trudeau's	Liberal Party
10499	2016-02-28	Braeden Caley	Braeden Caley	Liberal Party
10500	2016-02-28	Braeden Caley	Justin Trudeau	Liberal Party
10501	2016-02-28	Braeden Caley	Mike	Liberal Party
10502	2016-02-28	Braeden Caley	Mike	Liberal Party
10503	2016-02-28	Braeden Caley	Mike	Liberal Party
10504	2016-02-28	Braeden Caley	Justin Trudeau	Liberal Party
10505	2016-02-28	Braeden Caley	Justin Trudeau	Liberal Party
10506	2016-02-29	Christina Topp	Mike	Liberal Party
10507	2016-02-29	Christina Topp	Christina Topp	Liberal Party
10508	2016-02-29	Christina Topp	Justin Trudeau	Liberal Party
10509	2016-02-29	Anna Gainey	Mike	Liberal Party
10510	2016-02-29	Anna Gainey	Anna Gainey	Liberal Party
10511	2016-02-29	Anna Gainey	Anna Gainey	Liberal Party
10512	2016-02-29	Anna Gainey	Justin Trudeau	Liberal Party
10513	2016-02-29	LPC Alert	Justin Trudeau	Liberal Party
10514	2016-03-01	Liberal Party of Canada	Justin Trudeau	Liberal Party
10515	2016-03-01	Liberal Party of Canada	Justin Trudeau	Liberal Party
10516	2016-03-01	Anita Vandenbeld	Anita Vandenbeld	Liberal Party
10517	2016-03-01	Anita Vandenbeld	Nepean	Liberal Party
10518	2016-03-02	Stephen Bronfman	Mike	Liberal Party
10519	2016-03-02	Stephen Bronfman	Jean Chrétien	Liberal Party
10520	2016-03-02	Stephen Bronfman	Bill Clinton	Liberal Party
10521	2016-03-02	Stephen Bronfman	Clinton	Liberal Party
10522	2016-03-02	Stephen Bronfman	Chrétien	Liberal Party
10523	2016-03-02	Stephen Bronfman	Obama	Liberal Party
10524	2016-03-02	Stephen Bronfman	Justin Trudeau	Liberal Party
10525	2016-03-02	Stephen Bronfman	Stephen Bronfman	Liberal Party
10526	2016-03-02	Stephen Bronfman	Justin Trudeau	Liberal Party
10527	2016-03-02	Liberal Party of Canada	Justin Trudeau's	Liberal Party
10528	2016-03-02	Liberal Party of Canada	Justin Trudeau	Liberal Party
10529	2016-03-03	Christina Topp	Mike	Liberal Party
10530	2016-03-03	Christina Topp	Christina Topp	Liberal Party
10531	2016-03-03	Christina Topp	Justin Trudeau	Liberal Party
10532	2016-03-03	Anna Gainey (On behalf of Justin Trudeau)	Mike	Liberal Party
10533	2016-03-03	Anna Gainey (On behalf of Justin Trudeau)	Justin Trudeau	Liberal Party
10534	2016-03-03	Anna Gainey (On behalf of Justin Trudeau)	Anna	Liberal Party
10535	2016-03-03	Anna Gainey (On behalf of Justin Trudeau)	Christina	Liberal Party
10536	2016-03-03	Anna Gainey (On behalf of Justin Trudeau)	Mike	Liberal Party
10537	2016-03-03	Anna Gainey (On behalf of Justin Trudeau)	Anna Gainey	Liberal Party
10538	2016-03-03	Anna Gainey (On behalf of Justin Trudeau)	Justin Trudeau	Liberal Party
10539	2016-03-03	Liberal Party of Canada	Justin Trudeau	Liberal Party
10540	2016-03-03	LPC Alert	Justin Trudeau	Liberal Party
10541	2016-03-04	Liberal Party of Canada	Justin Trudeau	Liberal Party
10542	2016-03-06	Sophie Grégoire Trudeau	Mike	Liberal Party
10543	2016-03-06	Sophie Grégoire Trudeau	Sophie Grégoire Trudeau	Liberal Party
10544	2016-03-07	Anna Gainey	Mike	Liberal Party
10545	2016-03-07	Anna Gainey	Ken Dryden	Liberal Party
10546	2016-03-07	Anna Gainey	Justin Trudeau	Liberal Party
10547	2016-03-07	Anna Gainey	Anna Gainey	Liberal Party
10548	2016-03-08	LPC - Ready to Share	Trudeau	Liberal Party
10549	2016-03-08	LPC - Ready to Share	Justin Trudeau	Liberal Party
10550	2016-03-08	LPC - Ready to Share	Justin Trudeau	Liberal Party
10551	2016-03-08	LPC - Ready to Share	Bill C-24	Liberal Party
10552	2016-03-09	Liberal Party of Canada	Sophie	Liberal Party
10553	2016-03-10	LPC Breaking News	Justin Trudeau	Liberal Party
10554	2016-03-10	LPC Breaking News	Barack Obama	Liberal Party
10555	2016-03-15	Liberal Party of Canada	Justin Trudeau	Liberal Party
10556	2016-03-15	Liberal Party of Canada	Barack Obama	Liberal Party
10557	2016-03-16	Liberal Party of Canada	Justin Trudeau	Liberal Party
10558	2016-03-16	Liberal Party of Canada	Barack Obama	Liberal Party
10559	2016-03-20	Liberal Party of Canada	Justin Trudeau	Liberal Party
10560	2016-03-21	Braeden Caley	Justin Trudeau	Liberal Party
10561	2016-03-22	Stephen Bronfman	Justin Trudeau	Liberal Party
10562	2016-03-22	LPC Breaking News	Justin Trudeau	Liberal Party
10563	2016-03-23	Liberal Party of Canada	Justin Trudeau	Liberal Party
10564	2016-03-23	Liberal Party of Canada	Bill Morneau	Liberal Party
10565	2016-03-24	LPC Alert	Mike	Liberal Party
10566	2016-03-26	Sophie Grégoire Trudeau	Justin Trudeau	Liberal Party
10567	2016-03-28	Stephen Bronfman	Justin Trudeau	Liberal Party
10568	2016-03-29	Christina Topp	Justin Trudeau	Liberal Party
10569	2016-03-29	LPC Alert	Chip	Liberal Party
10570	2016-03-30	Braeden Caley	Justin Trudeau	Liberal Party
10571	2016-03-30	Bill Morneau, MP	Justin Trudeau	Liberal Party
10572	2016-03-30	Liberal Party of Canada	Chip	Liberal Party
10573	2016-03-31	Christina Topp	Mike	Liberal Party
10574	2016-03-31	Christina Topp	Justin Trudeau	Liberal Party
10575	2016-03-31	Christina Topp	Justin Trudeau	Liberal Party
10576	2016-03-31	Christina Topp	Mike	Liberal Party
10577	2016-03-31	Christina Topp	Christina Topp	Liberal Party
10578	2016-03-31	LPC Alert	Justin Trudeau	Liberal Party
10579	2016-03-31	Braeden Caley	Justin Trudeau	Liberal Party
10580	2016-04-06	LPC - Ready to Share	Justin Trudeau	Liberal Party
10581	2016-04-06	LPC - Ready to Share	Justin Trudeau	Liberal Party
10582	2016-04-06	LPC - Ready to Share	Barack Obama	Liberal Party
10583	2016-04-06	LPC - Ready to Share	Trudeau	Liberal Party
10584	2016-04-06	LPC - Ready to Share	Hedy Fry	Liberal Party
10585	2016-04-06	LPC - Ready to Share	Hedy	Liberal Party
10586	2016-04-06	LPC - Ready to Share	Fry	Liberal Party
10587	2016-04-13	Justin Trudeau	Mike	Liberal Party
10588	2016-04-13	Justin Trudeau	Anna Gainey	Liberal Party
10589	2016-04-13	Justin Trudeau	Anna	Liberal Party
10590	2016-04-13	Justin Trudeau	Justin Trudeau	Liberal Party
10591	2016-04-19	Christina Topp	Mike	Liberal Party
10592	2016-04-19	Christina Topp	Christina Topp	Liberal Party
10593	2016-04-20	LPC - Ready to Share	Justin Trudeau	Liberal Party
10594	2016-04-20	LPC - Ready to Share	Justin Trudeau	Liberal Party
10595	2016-04-20	LPC - Ready to Share	Sophie	Liberal Party
10596	2016-04-20	LPC - Ready to Share	Patty Hajdu	Liberal Party
10597	2016-04-20	LPC - Ready to Share	Thunder Bay	Liberal Party
10598	2016-04-20	LPC - Ready to Share	Patty Hajdu	Liberal Party
10599	2016-04-22	Braeden Caley	Mike	Liberal Party
10600	2016-04-22	Braeden Caley	Justin Trudeau	Liberal Party
10601	2016-04-22	Braeden Caley	Catherine McKenna	Liberal Party
10602	2016-04-22	Braeden Caley	Justin Trudeau	Liberal Party
10603	2016-04-22	Braeden Caley	Justin Trudeau	Liberal Party
10604	2016-04-22	Braeden Caley	Braeden Caley	Liberal Party
10605	2016-04-24	Anna Gainey	Mike	Liberal Party
10606	2016-04-24	Anna Gainey	Anna Gainey	Liberal Party
10607	2016-04-25	Bill Morneau, MP	Mike	Liberal Party
10608	2016-04-25	Bill Morneau, MP	Justin Trudeau	Liberal Party
10609	2016-04-25	Bill Morneau, MP	Bill Morneau MP	Liberal Party
10610	2016-04-25	Liberal Party of Canada	Mike	Liberal Party
10611	2016-04-25	Liberal Party of Canada	Mike	Liberal Party
10612	2016-04-26	Christina Topp	Mike	Liberal Party
10613	2016-04-26	Christina Topp	Christina Topp	Liberal Party
10614	2016-04-26	LPC Video	Mike	Liberal Party
10615	2016-04-26	LPC Video	Mike	Liberal Party
10616	2016-04-27	Braeden Caley	Stephen Harper	Liberal Party
10617	2016-04-27	Braeden Caley	Stephen Harper	Liberal Party
10618	2016-04-27	Braeden Caley	Mike	Liberal Party
10619	2016-04-27	Braeden Caley	Braeden Caley	Liberal Party
10620	2016-04-27	Liberal Party of Canada	Mike	Liberal Party
10621	2016-04-27	Liberal Party of Canada	Mike	Liberal Party
10622	2016-04-28	Sophie Grégoire Trudeau	Mike	Liberal Party
10623	2016-04-28	Sophie Grégoire Trudeau	Justin	Liberal Party
10624	2016-04-28	Sophie Grégoire Trudeau	Justin	Liberal Party
10625	2016-04-28	Sophie Grégoire Trudeau	Mike	Liberal Party
10626	2016-04-28	Sophie Grégoire Trudeau	Mike	Liberal Party
10627	2016-04-28	Sophie Grégoire Trudeau	Sophie Grégoire Trudeau	Liberal Party
10628	2016-04-29	Stephen Bronfman	Mike	Liberal Party
10629	2016-04-29	Stephen Bronfman	Mike	Liberal Party
10630	2016-04-30	Christina Topp	Mike	Liberal Party
10631	2016-04-30	Christina Topp	Justin Trudeau	Liberal Party
10632	2016-04-30	Christina Topp	Justin Trudeau	Liberal Party
10633	2016-04-30	Christina Topp	Mike	Liberal Party
10634	2016-04-30	Christina Topp	Justin Trudeau	Liberal Party
10635	2016-04-30	Christina Topp	Christina Topp	Liberal Party
10636	2016-04-30	Christina Topp	Christina	Liberal Party
10637	2016-04-30	Christina Topp	Christina Topp	Liberal Party
10638	2016-05-05	Liberal Party of Canada	Justin Trudeau	Liberal Party
10639	2016-05-05	Liberal Party of Canada	The Team - Randy Boissonnault	Liberal Party
10640	2016-05-05	Liberal Party of Canada	Rhodes Scholar	Liberal Party
10641	2016-05-05	Liberal Party of Canada	Randy Boissonnault	Liberal Party
10642	2016-05-08	Liberal Party of Canada	Sophie Grégoire Trudeau	Liberal Party
10643	2016-05-20	Braeden Caley	Mike	Liberal Party
10644	2016-05-20	Braeden Caley	Justin Trudeau	Liberal Party
10645	2016-05-20	Braeden Caley	Justin Trudeau	Liberal Party
10646	2016-05-20	Braeden Caley	Braeden Caley	Liberal Party
10647	2016-05-24	Christina Topp	Mike	Liberal Party
10648	2016-05-24	Christina Topp	Christina Topp	Liberal Party
10649	2016-05-25	LPC Alert	Mike	Liberal Party
10650	2016-05-25	LPC Alert	Justin Trudeau	Liberal Party
10651	2016-05-25	Liberal Party of Canada	Justin Trudeau	Liberal Party
10652	2016-05-26	Live from WPG2016	Anna Gainey	Liberal Party
